@relation train
@attribute Attr1 numeric
@attribute Attr2 {'a','b'}
@attribute Attr3 {'a','b','c'}
@attribute Attr4 {'N','W'}
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 {'a','b','c'}
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute class numeric
@data
1509,'a','a','W',1310730,1504,13,9,'a',2,1,1,0,0,0,0,0,4200,4000,0
1510,'a','a','W',154830,1252,33,11,'a',2,2,0,0,0,0,0,0,1100,700,0
1511,'b','b','W',43420,623,56,33,'a',2,2,0,0,0,0,0,0,500,400,0
1512,'a','a','N',38450,343,26,85,'a',1,0,1,0,0,0,0,0,1000,1000,0
1513,'a','a','N',74570,308,-41,-35,'a',2,0,2,0,0,0,0,0,4000,3000,0
1514,'b','a','N',2580,115,-77,-49,'a',0,0,0,0,0,0,0,0,0,0,0
1515,'b','b','W',33960,593,29,28,'b',1,0,1,0,0,0,0,0,4000,4000,0
1516,'a','b','W',32960,982,93,128,'a',0,0,0,0,0,0,0,0,0,0,0
1517,'a','a','W',39050,305,-40,-19,'a',3,3,0,0,0,0,0,0,2000,700,0
1518,'a','a','W',20380,162,-58,-59,'a',2,1,1,0,0,0,0,0,4700,4000,1
1519,'a','a','N',47830,264,-65,-47,'a',1,0,1,0,0,0,0,0,3000,3000,0
1520,'a','a','W',11740,278,-47,-25,'a',0,0,0,0,0,0,0,0,0,0,0
1521,'a','b','W',15930,177,-57,-29,'a',2,1,1,0,0,0,0,0,2600,2000,0
1522,'a','b','W',8720,175,-48,-31,'a',0,0,0,0,0,0,0,0,0,0,0
1523,'a','b','W',26350,569,104,75,'b',0,0,0,0,0,0,0,0,0,0,0
1524,'a','a','W',314100,904,-41,-37,'a',0,0,0,0,0,0,0,0,0,0,0
1525,'b','b','W',19680,288,121,37,'b',0,0,0,0,0,0,0,0,0,0,1
1526,'b','b','W',21300,710,19,55,'a',1,0,1,0,0,0,0,0,2000,2000,0
1527,'a','a','N',3460,47,14,18,'a',0,0,0,0,0,0,0,0,0,0,0
1528,'b','a','W',10220,408,-62,-14,'a',0,0,0,0,0,0,0,0,0,0,0
1529,'a','a','N',4620,175,-63,-30,'a',0,0,0,0,0,0,0,0,0,0,0
1530,'a','a','N',16630,81,-65,-59,'a',0,0,0,0,0,0,0,0,0,0,0
1531,'b','a','W',44980,597,45,19,'a',0,0,0,0,0,0,0,0,0,0,0
1532,'b','a','N',7510,141,-15,-24,'a',0,0,0,0,0,0,0,0,0,0,0
1533,'a','a','N',10970,342,17,9,'a',1,1,0,0,0,0,0,0,500,500,0
1534,'a','a','W',107100,1003,-28,-21,'a',3,3,0,0,0,0,0,0,1600,600,1
1535,'a','a','W',122640,979,10,21,'a',6,4,2,0,0,0,0,0,9200,6000,1
1536,'a','b','W',28440,405,-19,-27,'a',0,0,0,0,0,0,0,0,0,0,0
1537,'a','b','N',5550,168,-52,-53,'a',0,0,0,0,0,0,0,0,0,0,0
1538,'b','b','W',19790,825,-32,6,'b',1,1,0,0,0,0,0,0,400,400,0
1539,'a','b','N',12300,424,34,39,'a',0,0,0,0,0,0,0,0,0,0,0
1540,'a','a','N',8790,53,-91,-91,'a',1,0,1,0,0,0,0,0,3000,3000,0
1541,'a','a','N',1330,54,-88,-76,'a',0,0,0,0,0,0,0,0,0,0,0
1542,'a','b','W',32670,476,103,95,'a',1,1,0,0,0,0,0,0,800,800,0
1543,'a','a','N',119460,269,-70,-64,'a',0,0,0,0,0,0,0,0,0,0,0
1544,'a','a','N',5770,45,-86,-89,'a',1,0,1,0,0,0,0,0,2000,2000,0
1545,'b','b','W',39700,805,-17,5,'a',3,1,2,0,0,0,0,0,8700,5000,1
1546,'a','a','W',22810,508,-35,-7,'a',0,0,0,0,0,0,0,0,0,0,0
1547,'a','b','N',29560,112,22,103,'b',0,0,0,0,0,0,0,0,0,0,0
1548,'a','a','N',64540,215,0,9,'a',1,0,1,0,0,0,0,0,6000,6000,0
1549,'a','a','W',33500,231,48,-53,'a',0,0,0,0,0,0,0,0,0,0,0
1550,'b','a','W',18980,247,-16,-34,'a',0,0,0,0,0,0,0,0,0,0,0
1551,'a','a','W',24890,363,-26,-32,'a',1,1,0,0,0,0,0,0,500,500,0
1552,'a','a','N',4720,186,-62,-26,'a',0,0,0,0,0,0,0,0,0,0,0
1553,'a','b','N',11230,383,19,22,'a',0,0,0,0,0,0,0,0,0,0,0
1554,'a','b','W',19170,158,-44,-46,'a',2,1,1,0,0,0,0,0,4500,4000,0
1555,'b','a','W',47980,382,-26,-32,'a',3,1,1,1,0,0,0,0,38600,30000,0
1556,'a','a','N',1820,55,-34,38,'a',0,0,0,0,0,0,0,0,0,0,0
1557,'b','a','W',39100,868,36,10,'a',1,0,0,1,0,0,0,0,30000,30000,0
1558,'b','a','N',5120,121,-55,-46,'a',0,0,0,0,0,0,0,0,0,0,0
1559,'b','a','W',42640,576,264,150,'a',0,0,0,0,0,0,0,0,0,0,0
1560,'b','a','W',16260,220,-50,-50,'a',2,1,1,0,0,0,0,0,3500,3000,0
1561,'a','a','N',10690,297,-14,19,'a',0,0,0,0,0,0,0,0,0,0,0
1562,'a','b','W',248900,739,-9,0,'b',1,1,0,0,0,0,0,0,400,400,0
1563,'a','b','W',12180,351,-24,44,'a',0,0,0,0,0,0,0,0,0,0,0
1564,'b','a','W',27480,441,-21,-18,'a',1,0,1,0,0,0,0,0,4000,4000,0
1565,'b','b','W',34090,601,14,16,'a',0,0,0,0,0,0,0,0,0,0,0
1566,'a','a','N',59210,175,-54,-61,'a',0,0,0,0,0,0,0,0,0,0,0
1567,'b','a','W',195950,1913,38,40,'a',4,3,1,0,0,0,0,0,2700,1000,0
1568,'a','a','W',233810,839,-31,-24,'a',0,0,0,0,0,0,0,0,0,0,0
1569,'a','a','W',52780,350,-30,-16,'a',1,1,0,0,0,0,0,0,200,200,0
1570,'a','a','W',15120,166,-35,-58,'a',1,0,1,0,0,0,0,0,3000,3000,0
1571,'b','a','W',42110,555,213,118,'a',0,0,0,0,0,0,0,0,0,0,0
1572,'a','b','N',17670,255,130,56,'a',0,0,0,0,0,0,0,0,0,0,0
1573,'a','a','W',4150,262,-64,-49,'a',0,0,0,0,0,0,0,0,0,0,0
1574,'b','a','W',70980,1157,161,37,'a',2,0,2,0,0,0,0,0,10000,6000,0
1575,'b','b','W',21220,540,-26,-14,'b',0,0,0,0,0,0,0,0,0,0,1
1576,'b','a','W',36400,303,-53,-21,'a',2,1,1,0,0,0,0,0,1400,1000,0
1577,'b','b','W',20420,315,-22,-35,'a',0,0,0,0,0,0,0,0,0,0,0
1578,'b','b','N',26360,459,154,21,'b',2,2,0,0,0,0,0,0,700,500,0
1579,'b','a','W',17500,324,21,22,'a',0,0,0,0,0,0,0,0,0,0,0
1580,'b','a','W',15190,208,-38,-48,'a',1,1,0,0,0,0,0,0,700,700,0
1581,'a','a','W',64150,872,133,81,'a',1,0,0,1,0,0,0,0,20000,20000,0
1582,'a','b','W',211440,403,24,38,'a',4,2,2,0,0,0,0,0,7300,4000,0
1583,'a','c','W',83180,744,-32,-19,'a',3,1,2,0,0,0,0,0,14600,9000,1
1584,'a','a','W',130940,1397,-14,-2,'a',1,0,1,0,0,0,0,0,2000,2000,0
1585,'a','a','N',65100,172,-82,-75,'a',1,0,1,0,0,0,0,0,3000,3000,0
1586,'a','a','N',12170,226,30,-30,'a',0,0,0,0,0,0,0,0,0,0,0
1587,'a','a','N',7660,221,-32,-9,'a',0,0,0,0,0,0,0,0,0,0,0
1588,'b','b','W',17370,365,-37,-54,'a',0,0,0,0,0,0,0,0,0,0,0
1589,'a','b','W',26800,306,-44,-26,'a',1,0,0,1,0,0,0,0,10000,10000,0
1590,'b','a','W',545470,1894,-1,-29,'a',4,1,1,2,0,0,0,0,53600,30000,0
1591,'a','a','N',1150,22,-88,-73,'a',1,1,0,0,0,0,0,0,100,100,0
1592,'b','b','W',31240,836,-7,-9,'b',1,0,1,0,0,0,0,0,2000,2000,0
1593,'a','b','W',28960,444,14,0,'a',1,1,0,0,0,0,0,0,300,300,0
1594,'a','a','N',22710,68,-57,-70,'a',0,0,0,0,0,0,0,0,0,0,0
1595,'a','a','N',58850,236,-73,-74,'a',0,0,0,0,0,0,0,0,0,0,0
1596,'a','a','W',11690,235,-48,-52,'a',0,0,0,0,0,0,0,0,0,0,0
1597,'a','a','W',34390,646,6,22,'a',0,0,0,0,0,0,0,0,0,0,0
1598,'a','a','W',10360,131,76,-49,'a',0,0,0,0,0,0,0,0,0,0,0
1599,'a','a','N',54990,182,1,-28,'a',0,0,0,0,0,0,0,0,0,0,0
1600,'a','a','N',2390,50,-73,-77,'a',0,0,0,0,0,0,0,0,0,0,0
1601,'a','a','W',278230,1060,-31,-18,'a',1,1,0,0,0,0,0,0,900,900,0
1602,'a','a','W',20500,717,82,157,'a',0,0,0,0,0,0,0,0,0,0,0
1603,'a','a','W',23210,264,12,-27,'a',1,1,0,0,0,0,0,0,900,900,0
1604,'b','b','W',52380,469,101,-3,'a',1,0,0,1,0,0,0,0,20000,20000,0
1605,'a','b','N',3410,33,-62,-32,'a',0,0,0,0,0,0,0,0,0,0,0
1606,'a','b','N',31290,117,-52,-41,'a',0,0,0,0,0,0,0,0,0,0,0
1607,'a','a','N',10100,23,-82,-75,'a',0,0,0,0,0,0,0,0,0,0,0
1608,'b','b','W',35290,754,-16,-36,'a',0,0,0,0,0,0,0,0,0,0,0
1609,'b','b','W',25430,634,-11,-17,'a',0,0,0,0,0,0,0,0,0,0,0
1610,'a','a','W',34280,460,-12,5,'a',1,0,1,0,0,0,0,0,3000,3000,0
1611,'a','b','W',57860,383,95,92,'a',2,1,1,0,0,0,0,0,4700,4000,0
1612,'b','b','W',90090,1132,207,128,'a',1,0,1,0,0,0,0,0,4000,4000,0
1613,'a','a','W',8180,136,-64,-66,'a',0,0,0,0,0,0,0,0,0,0,0
1614,'a','a','W',538060,2075,-5,-11,'a',2,2,0,0,0,0,0,0,900,700,1
1615,'b','b','W',63670,846,138,86,'a',0,0,0,0,0,0,0,0,0,0,0
1616,'b','b','W',33400,749,81,52,'a',0,0,0,0,0,0,0,0,0,0,0
1617,'b','b','W',27960,591,-1,23,'a',1,0,1,0,0,0,0,0,2000,2000,0
1618,'a','a','W',31430,484,-10,-11,'a',0,0,0,0,0,0,0,0,0,0,0
1619,'a','b','N',8690,92,-12,-74,'a',1,0,1,0,0,0,0,0,4000,4000,0
1620,'a','a','W',23630,294,-20,-29,'a',3,3,0,0,0,0,0,0,1800,900,0
1621,'a','a','W',45990,349,59,94,'a',3,2,1,0,0,0,0,0,4200,3000,0
1622,'b','b','W',23860,269,-11,-38,'a',1,1,0,0,0,0,0,0,200,200,0
1623,'b','a','W',13460,229,-11,-25,'a',0,0,0,0,0,0,0,0,0,0,0
1624,'a','b','N',11230,26,-56,-41,'a',0,0,0,0,0,0,0,0,0,0,0
1625,'b','b','W',24510,845,-16,9,'b',0,0,0,0,0,0,0,0,0,0,0
1626,'b','b','N',37600,833,329,334,'b',0,0,0,0,0,0,0,0,0,0,0
1627,'a','a','W',1582550,2545,23,1,'a',0,0,0,0,0,0,0,0,0,0,0
1628,'a','a','N',270490,865,83,78,'a',0,0,0,0,0,0,0,0,0,0,0
1629,'a','a','W',44190,696,201,129,'a',1,0,1,0,0,0,0,0,2000,2000,0
1630,'a','a','W',27740,423,-13,-34,'a',0,0,0,0,0,0,0,0,0,0,0
1631,'a','a','W',43380,693,83,36,'a',0,0,0,0,0,0,0,0,0,0,0
1632,'b','a','W',60320,632,159,35,'a',1,0,1,0,0,0,0,0,3000,3000,0
1633,'a','b','N',24530,626,180,226,'a',0,0,0,0,0,0,0,0,0,0,0
1634,'b','b','W',42390,356,-48,-7,'a',3,1,2,0,0,0,0,0,6600,3000,0
1635,'a','b','N',10920,136,58,-16,'a',1,1,0,0,0,0,0,0,200,200,0
1636,'a','a','W',5240,18,-96,-96,'a',1,1,0,0,0,0,0,0,600,600,0
1637,'a','a','N',146840,744,-68,-46,'a',1,0,1,0,0,0,0,0,2000,2000,0
1638,'a','b','W',23710,387,-32,-31,'a',1,0,1,0,0,0,0,0,1000,1000,0
1639,'a','a','W',17540,252,-23,-48,'a',0,0,0,0,0,0,0,0,0,0,0
1640,'a','a','N',3330,37,-42,-39,'a',2,2,0,0,0,0,0,0,1200,900,0
1641,'b','b','W',30220,592,6,-6,'b',1,1,0,0,0,0,0,0,100,100,0
1642,'a','a','W',28600,601,120,130,'a',0,0,0,0,0,0,0,0,0,0,0
1643,'a','b','N',30110,1068,199,207,'b',1,0,1,0,0,0,0,0,2000,2000,0
1644,'b','a','W',37340,683,25,38,'a',0,0,0,0,0,0,0,0,0,0,0
1645,'a','a','W',498960,1447,30,17,'a',1,1,0,0,0,0,0,0,900,900,0
1646,'a','a','N',500,7,-83,-82,'a',0,0,0,0,0,0,0,0,0,0,0
1647,'a','a','N',2920,20,-7,-50,'a',0,0,0,0,0,0,0,0,0,0,0
1648,'a','a','N',20740,510,66,104,'a',0,0,0,0,0,0,0,0,0,0,0
1649,'a','a','W',140890,230,-32,-37,'a',2,2,0,0,0,0,0,0,600,400,0
1650,'a','a','N',8380,234,-9,6,'a',0,0,0,0,0,0,0,0,0,0,0
1651,'a','a','W',11740,46,-90,-96,'a',1,0,1,0,0,0,0,0,4000,4000,0
1652,'a','a','N',17700,174,-81,-81,'a',1,0,1,0,0,0,0,0,2000,2000,0
1653,'a','b','W',25080,244,62,12,'a',2,1,1,0,0,0,0,0,9500,9000,0
1654,'a','b','W',20260,722,-19,-42,'a',0,0,0,0,0,0,0,0,0,0,0
1655,'b','b','W',15060,618,-17,29,'a',0,0,0,0,0,0,0,0,0,0,0
1656,'b','b','W',17390,278,-31,-32,'a',1,1,0,0,0,0,0,0,600,600,0
1657,'b','b','N',3080,123,-70,-66,'b',0,0,0,0,0,0,0,0,0,0,0
1658,'a','b','W',34350,462,15,5,'a',0,0,0,0,0,0,0,0,0,0,1
1659,'a','a','W',43660,281,-44,-29,'a',1,1,0,0,0,0,0,0,700,700,0
1660,'a','a','W',12400,402,9,44,'a',0,0,0,0,0,0,0,0,0,0,0
1661,'a','a','W',48390,532,104,16,'a',0,0,0,0,0,0,0,0,0,0,0
1662,'a','b','W',28230,513,-11,3,'a',0,0,0,0,0,0,0,0,0,0,0
1663,'a','a','W',23160,393,-34,-28,'a',0,0,0,0,0,0,0,0,0,0,0
1664,'a','b','N',10760,28,-1,-30,'a',0,0,0,0,0,0,0,0,0,0,0
1665,'a','b','N',10540,321,15,3,'a',0,0,0,0,0,0,0,0,0,0,0
1666,'b','a','W',19660,644,-16,36,'a',0,0,0,0,0,0,0,0,0,0,0
1667,'a','a','N',9000,241,31,40,'a',0,0,0,0,0,0,0,0,0,0,0
1668,'a','a','N',18040,317,95,43,'a',0,0,0,0,0,0,0,0,0,0,0
1669,'b','a','W',49510,521,89,27,'a',0,0,0,0,0,0,0,0,0,0,1
1670,'a','b','N',7440,130,-26,-43,'a',0,0,0,0,0,0,0,0,0,0,0
1671,'b','b','N',12540,211,0,-16,'a',0,0,0,0,0,0,0,0,0,0,0
1672,'b','a','W',71360,827,143,67,'a',2,1,1,0,0,0,0,0,4700,4000,0
1673,'a','a','W',38820,647,259,137,'a',0,0,0,0,0,0,0,0,0,0,0
1674,'a','a','W',48560,726,105,58,'a',0,0,0,0,0,0,0,0,0,0,1
1675,'a','a','N',3420,74,-73,-70,'a',0,0,0,0,0,0,0,0,0,0,0
1676,'a','a','N',2680,14,34,-65,'a',0,0,0,0,0,0,0,0,0,0,0
1677,'b','b','W',600400,1688,-54,-1,'b',2,1,1,0,0,0,0,0,2200,2000,1
1678,'b','a','W',1699290,3425,21,36,'a',1,0,0,1,0,0,0,0,50000,50000,0
1679,'b','b','W',46810,552,28,47,'a',3,1,1,1,0,0,0,0,27500,20000,0
1680,'a','a','W',715390,1923,36,36,'a',1,1,0,0,0,0,0,0,300,300,0
1681,'a','a','N',39510,204,12,40,'a',1,0,1,0,0,0,0,0,5000,5000,0
1682,'a','a','W',86740,486,17,25,'a',2,0,2,0,0,0,0,0,9000,7000,0
1683,'a','a','N',5480,236,-20,37,'a',0,0,0,0,0,0,0,0,0,0,0
1684,'a','c','W',52510,917,23,39,'b',1,0,1,0,0,0,0,0,4000,4000,0
1685,'b','a','N',5700,135,-50,-40,'a',0,0,0,0,0,0,0,0,0,0,0
1686,'a','a','N',342050,1607,-2,-20,'a',0,0,0,0,0,0,0,0,0,0,0
1687,'b','a','W',43940,327,41,36,'a',2,0,1,1,0,0,0,0,41000,40000,0
1688,'a','b','W',28130,304,15,-28,'a',1,0,1,0,0,0,0,0,6000,6000,0
1689,'a','b','W',9590,222,-49,-64,'a',1,1,0,0,0,0,0,0,300,300,0
1690,'a','a','N',3210,13,-5,-68,'a',0,0,0,0,0,0,0,0,0,0,0
1691,'b','a','W',59410,1552,59,48,'a',2,2,0,0,0,0,0,0,900,600,0
1692,'a','a','N',104390,331,91,29,'a',0,0,0,0,0,0,0,0,0,0,0
1693,'a','a','N',11330,246,-9,-2,'a',0,0,0,0,0,0,0,0,0,0,0
1694,'b','b','W',65150,952,25,60,'a',4,3,1,0,0,0,0,0,4100,2000,0
1695,'a','a','W',302440,1250,-16,9,'a',2,2,0,0,0,0,0,0,600,300,0
1696,'b','a','N',5990,141,-45,-27,'a',0,0,0,0,0,0,0,0,0,0,0
1697,'a','b','N',2480,145,-80,-40,'a',0,0,0,0,0,0,0,0,0,0,0
1698,'a','b','N',135210,3261,1245,838,'b',2,0,1,0,1,0,0,0,208000,2e+05,0
1699,'a','a','W',172290,437,-57,-55,'a',1,1,0,0,0,0,0,0,600,600,0
1700,'b','b','N',8620,172,-17,-55,'b',0,0,0,0,0,0,0,0,0,0,0
1701,'a','b','W',24650,391,-30,-30,'a',0,0,0,0,0,0,0,0,0,0,0
1702,'a','a','W',18440,403,-50,-34,'a',0,0,0,0,0,0,0,0,0,0,0
1703,'a','b','N',17390,720,89,136,'a',0,0,0,0,0,0,0,0,0,0,0
1704,'a','a','N',28460,117,-45,-45,'a',0,0,0,0,0,0,0,0,0,0,0
1705,'a','a','N',50580,134,15,-18,'a',0,0,0,0,0,0,0,0,0,0,0
1706,'a','a','W',69660,362,-10,-8,'a',2,2,0,0,0,0,0,0,800,500,1
1707,'b','b','W',65960,496,164,-1,'a',2,1,1,0,0,0,0,0,2200,2000,0
1708,'a','b','N',3110,164,-73,-54,'a',0,0,0,0,0,0,0,0,0,0,0
1709,'a','c','W',1124850,2153,37,39,'a',3,1,2,0,0,0,0,0,3900,2000,0
1710,'a','a','W',557230,1642,2,11,'a',0,0,0,0,0,0,0,0,0,0,0
1711,'b','a','W',448900,2162,-29,-1,'a',5,1,3,1,0,0,0,0,31500,20000,0
1712,'b','a','N',5500,152,-51,-1,'a',2,1,0,0,0,0,0,0,250,200,0
1713,'a','b','N',11150,201,11,-12,'a',0,0,0,0,0,0,0,0,0,0,0
1714,'a','a','W',628360,636,-37,-58,'a',2,1,1,0,0,0,0,0,2300,2000,0
1715,'b','a','W',37560,493,149,61,'a',1,1,0,0,0,0,0,0,200,200,0
1716,'a','b','W',40480,639,51,-2,'a',0,0,0,0,0,0,0,0,0,0,0
1717,'a','b','N',20250,45,13,-10,'a',0,0,0,0,0,0,0,0,0,0,0
1718,'a','b','W',28920,659,114,96,'b',0,0,0,0,0,0,0,0,0,0,0
1719,'a','b','N',22930,328,88,36,'a',0,0,0,0,0,0,0,0,0,0,0
1720,'a','a','W',20570,346,-7,-6,'a',0,0,0,0,0,0,0,0,0,0,0
1721,'b','a','W',542890,1623,-51,-14,'a',3,0,2,1,0,0,0,0,25000,20000,0
1722,'b','b','W',588930,1807,-50,-2,'a',1,0,1,0,0,0,0,0,4000,4000,1
1723,'b','a','W',8610,79,-74,-69,'a',1,0,1,0,0,0,0,0,5000,5000,0
1724,'a','b','W',32110,427,9,2,'a',1,1,0,0,0,0,0,0,200,200,0
1725,'a','c','W',54500,757,35,19,'c',0,0,0,0,0,0,0,0,0,0,0
1726,'a','b','N',432690,1012,30,50,'a',0,0,0,0,0,0,0,0,0,0,0
1727,'a','a','W',396530,1209,-10,-13,'a',1,0,1,0,0,0,0,0,6000,6000,0
1728,'a','a','N',14810,45,41,12,'a',0,0,0,0,0,0,0,0,0,0,0
1729,'a','c','N',11350,94,-87,-84,'a',0,0,0,0,0,0,0,0,0,0,0
1730,'a','b','N',7970,44,-32,-15,'a',0,0,0,0,0,0,0,0,0,0,0
1731,'b','b','W',15210,527,-64,-56,'a',0,0,0,0,0,0,0,0,0,0,0
1732,'b','a','W',14710,321,-58,-42,'a',1,0,1,0,0,0,0,0,2000,2000,0
1733,'b','b','N',5660,93,-55,-63,'a',0,0,0,0,0,0,0,0,0,0,0
1734,'b','a','N',6450,112,-38,-71,'a',0,0,0,0,0,0,0,0,0,0,0
1735,'b','b','W',23770,519,-21,0,'a',1,1,0,0,0,0,0,0,500,500,0
1736,'b','a','W',27900,1158,-25,11,'a',0,0,0,0,0,0,0,0,0,0,0
1737,'a','a','W',31220,530,13,10,'a',0,0,0,0,0,0,0,0,0,0,0
1738,'a','a','W',34820,270,-22,-6,'a',1,1,0,0,0,0,0,0,300,300,0
1739,'a','b','W',29470,347,-14,22,'b',0,0,0,0,0,0,0,0,0,0,0
1740,'b','b','W',21070,266,-19,-45,'a',0,0,0,0,0,0,0,0,0,0,0
1741,'a','a','N',7360,213,-4,-10,'a',0,0,0,0,0,0,0,0,0,0,0
1742,'b','c','W',57440,538,27,-23,'b',0,0,0,0,0,0,0,0,0,0,0
1743,'b','c','N',61620,195,-33,-4,'a',1,0,1,0,0,0,0,0,3000,3000,0
1744,'a','a','W',85240,140,-47,-51,'a',1,1,0,0,0,0,0,0,200,200,0
1745,'a','a','W',21900,370,-27,-28,'a',0,0,0,0,0,0,0,0,0,0,0
1746,'a','b','W',23820,525,63,44,'b',0,0,0,0,0,0,0,0,0,0,0
1747,'b','a','N',3270,118,-69,-69,'a',0,0,0,0,0,0,0,0,0,0,0
1748,'b','a','W',7060,150,-69,-60,'a',0,0,0,0,0,0,0,0,0,0,0
1749,'a','a','N',4080,19,73,-52,'a',0,0,0,0,0,0,0,0,0,0,0
1750,'a','a','W',25480,484,-20,-8,'a',1,0,1,0,0,0,0,0,7000,7000,0
1751,'a','a','W',24320,427,56,51,'a',0,0,0,0,0,0,0,0,0,0,0
1752,'a','a','W',37640,596,37,58,'a',0,0,0,0,0,0,0,0,0,0,0
1753,'a','a','W',24650,332,-29,-41,'a',0,0,0,0,0,0,0,0,0,0,0
1754,'a','b','N',12840,471,37,51,'a',1,1,0,0,0,0,0,0,200,200,0
1755,'b','a','W',134870,2096,-17,4,'a',4,2,2,0,0,0,0,0,5100,3000,0
1756,'a','a','W',25010,524,-27,-41,'a',0,0,0,0,0,0,0,0,0,0,0
1757,'b','b','W',13360,383,-59,-61,'a',0,0,0,0,0,0,0,0,0,0,0
1758,'a','b','W',936850,1737,24,17,'a',2,1,1,0,0,0,0,0,2600,2000,0
1759,'a','a','N',3600,20,5,-50,'a',0,0,0,0,0,0,0,0,0,0,0
1760,'a','a','W',64990,802,77,32,'a',1,0,1,0,0,0,0,0,4000,4000,0
1761,'b','b','W',886800,2519,-29,44,'a',3,0,2,1,0,0,0,0,49000,40000,0
1762,'a','a','N',20150,64,-51,-62,'a',1,0,1,0,0,0,0,0,5000,5000,0
1763,'a','b','N',19420,60,98,20,'a',0,0,0,0,0,0,0,0,0,0,0
1764,'b','a','N',8560,210,-18,2,'a',0,0,0,0,0,0,0,0,0,0,0
1765,'a','a','N',53320,203,-31,-39,'a',1,0,1,0,0,0,0,0,4000,4000,0
1766,'a','a','W',56830,394,-20,-2,'a',5,2,3,0,0,0,0,0,10500,5000,0
1767,'b','b','N',12520,184,0,-26,'a',0,0,0,0,0,0,0,0,0,0,0
1768,'a','a','W',21280,217,-1,-43,'a',0,0,0,0,0,0,0,0,0,0,0
1769,'a','b','W',33800,316,-5,2,'a',2,1,1,0,0,0,0,0,3400,3000,0
1770,'a','a','N',1270,9,-75,-78,'a',0,0,0,0,0,0,0,0,0,0,0
1771,'a','a','W',87700,935,-53,-49,'a',2,1,1,0,0,0,0,0,1600,1000,0
1772,'a','b','W',664090,1824,-12,5,'a',2,2,0,0,0,0,0,0,1100,600,0
1773,'a','a','N',8850,361,-12,4,'a',0,0,0,0,0,0,0,0,0,0,0
1774,'b','b','W',44020,528,61,92,'a',7,3,3,1,0,0,0,0,25100,20000,0
1775,'a','b','W',27670,305,283,53,'a',0,0,0,0,0,0,0,0,0,0,0
1776,'a','a','N',11730,59,-53,-88,'a',1,1,0,0,0,0,0,0,300,300,0
1777,'a','b','W',253510,2069,98,76,'a',4,2,2,0,0,0,0,0,7100,4000,0
1778,'a','b','N',2000,130,-78,-58,'a',0,0,0,0,0,0,0,0,0,0,0
1779,'a','a','W',20250,157,-41,-39,'a',4,3,1,0,0,0,0,0,2600,1000,1
1780,'b','a','W',68600,1052,138,33,'a',1,1,0,0,0,0,0,0,900,900,0
1781,'a','a','N',3420,14,5,-65,'a',0,0,0,0,0,0,0,0,0,0,0
1782,'b','b','W',40030,577,-28,-13,'a',0,0,0,0,0,0,0,0,0,0,0
1783,'a','a','W',16030,236,-28,-36,'a',2,1,1,0,0,0,0,0,5200,5000,0
1784,'a','a','N',2960,108,-76,-57,'a',0,0,0,0,0,0,0,0,0,0,0
1785,'b','a','W',11230,103,-65,-68,'a',4,1,2,1,0,0,0,0,25200,20000,1
1786,'a','a','W',36680,513,47,3,'a',0,0,0,0,0,0,0,0,0,0,0
1787,'a','a','N',1350,112,-80,-36,'a',0,0,0,0,0,0,0,0,0,0,0
1788,'a','a','N',4140,186,-67,-26,'a',0,0,0,0,0,0,0,0,0,0,0
1789,'b','a','W',6580,161,-75,-63,'a',0,0,0,0,0,0,0,0,0,0,0
1790,'a','b','N',15050,52,-61,-38,'a',0,0,0,0,0,0,0,0,0,0,0
1791,'a','b','N',9870,363,8,16,'a',1,0,1,0,0,0,0,0,8000,8000,0
1792,'a','a','N',9070,195,-11,4,'a',0,0,0,0,0,0,0,0,0,0,1
1793,'a','a','N',1870,11,-24,-72,'a',0,0,0,0,0,0,0,0,0,0,0
1794,'b','b','W',20160,317,-30,-28,'a',1,1,0,0,0,0,0,0,300,300,0
1795,'b','b','N',10110,531,-2,51,'a',0,0,0,0,0,0,0,0,0,0,0
1796,'a','b','N',19320,320,106,118,'b',2,1,1,0,0,0,0,0,2300,2000,1
1797,'a','a','N',4490,177,-60,-49,'a',0,0,0,0,0,0,0,0,0,0,0
1798,'a','a','W',103460,208,-37,-29,'a',0,0,0,0,0,0,0,0,0,0,0
1799,'a','a','W',25050,353,-7,-19,'a',0,0,0,0,0,0,0,0,0,0,0
1800,'a','a','N',45630,155,49,52,'a',0,0,0,0,0,0,0,0,0,0,0
1801,'b','b','W',59950,815,105,67,'a',0,0,0,0,0,0,0,0,0,0,0
1802,'a','a','W',9790,422,-4,-6,'a',0,0,0,0,0,0,0,0,0,0,0
1803,'a','b','W',22830,608,53,61,'b',0,0,0,0,0,0,0,0,0,0,0
1804,'a','b','N',6330,327,-33,4,'a',0,0,0,0,0,0,0,0,0,0,0
1805,'b','b','N',38060,486,357,189,'b',0,0,0,0,0,0,0,0,0,0,0
1806,'a','a','N',11800,185,63,14,'a',0,0,0,0,0,0,0,0,0,0,0
